ex_block_i_gen_multdiv_fast.multdiv_i_op_quotient_q_reg\[22\] | DFFRHQX1                  | Physically Disconnected
g74342                    | NOR3XL                    | Physically Disconnected
g68721__4733              | NOR2XL                    | Physically Disconnected
g102227                   | NOR2XL                    | Physically Disconnected
g91279                    | AOI222X1                  | Physically Disconnected
if_stage_i_instr_rdata_alu_id_o_reg\[12\] | DFFX1                     | Physically Disconnected
if_stage_i_instr_rdata_alu_id_o_reg\[14\] | DFFX2                     | Physically Disconnected
g102758                   | NAND4BXL                  | Physically Disconnected
id_stage_i_controller_i_ADD_UNS_OP_g406 | AOI2BB1X1                 | Physically Disconnected
id_stage_i_controller_i_ADD_UNS_OP_g408 | AOI2BB1X1                 | Physically Disconnected
load_store_unit_i_lsu_err_q_reg | SDFFRHQX1                 | Physically Disconnected
RC_CG_HIER_INST11/TOP_LTIELO | TIELO                     | Physically Disconnected
g102724                   | INVXL                     | Physically Disconnected
g103153                   | INVXL                     | Physically Disconnected
g103207                   | INVXL                     | Physically Disconnected
g74103                    | INVXL                     | Physically Disconnected
g74120                    | INVX1                     | Physically Disconnected
g74121                    | INVX1                     | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20146 | INVX1                     | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20156 | INVX1                     | Physically Disconnected
FE_RC_111_0               | CLKAND2X12                | Physically Disconnected
FE_RC_98_0                | NAND2BX2                  | Physically Disconnected
FE_RC_97_0                | NAND2BX2                  | Physically Disconnected
g102382                   | NOR2X1                    | Physically Disconnected
g102672                   | NOR2X1                    | Physically Disconnected
g102962                   | NOR2X1                    | Physically Disconnected
g103066                   | NOR2X1                    | Physically Disconnected
g74074                    | NOR2X1                    | Physically Disconnected
g74092                    | NOR2X1                    | Physically Disconnected
g74413                    | NOR2X1                    | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20131 | NOR2X1                    | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20138 | NOR2X1                    | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20176 | NOR2X1                    | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20190 | NOR2X1                    | Physically Disconnected
FE_RC_164_0               | NOR4BBX4                  | Physically Disconnected
g68562__5477              | NAND2X1                   | Physically Disconnected
g102193                   | NAND2X1                   | Physically Disconnected
g102401                   | NAND2X1                   | Physically Disconnected
g102652                   | NAND2X1                   | Physically Disconnected
g74028                    | NAND2X1                   | Physically Disconnected
g74232                    | NAND2X1                   | Physically Disconnected
g74294                    | NAND2X1                   | Physically Disconnected
g74389                    | NAND2X1                   | Physically Disconnected
g74433                    | NAND2X1                   | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20136 | NAND2X1                   | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20139 | NAND2X1                   | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20173 | NAND2X1                   | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20180 | NAND2X1                   | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20185 | NAND2X1                   | Physically Disconnected
g74339                    | NAND2BX1                  | Physically Disconnected
g102862                   | NOR2BX1                   | Physically Disconnected
g102864                   | NOR2BX1                   | Physically Disconnected
g74263                    | NOR2BX1                   | Physically Disconnected
g74323                    | NOR2BX1                   | Physically Disconnected
g74373                    | NOR2BX1                   | Physically Disconnected
ex_block_i_alu_i_add_76_52_g19815 | OAI2BB1X1                 | Physically Disconnected
ex_block_i_alu_i_add_76_52_g19846 | OAI2BB1X1                 | Physically Disconnected
ex_block_i_alu_i_add_76_52_g19942 | OAI2BB1X1                 | Physically Disconnected
FE_RC_110_0               | OAI2BB1X2                 | Physically Disconnected
g103065                   | OR2XL                     | Physically Disconnected
g74374                    | NOR2X2                    | Physically Disconnected
if_stage_i_gen_prefetch_buffer.prefetch_buffer_i_fifo_i_instr_addr_q_reg\[11\] | DFFHQX1                   | Physically Disconnected
if_stage_i_gen_prefetch_buffer.prefetch_buffer_i_fifo_i_instr_addr_q_reg\[12\] | DFFHQX1                   | Physically Disconnected
if_stage_i_gen_prefetch_buffer.prefetch_buffer_i_fifo_i_instr_addr_q_reg\[30\] | DFFHQX1                   | Physically Disconnected
if_stage_i_gen_prefetch_buffer.prefetch_buffer_i_stored_addr_q_reg\[7\] | DFFHQX1                   | Physically Disconnected
if_stage_i_gen_prefetch_buffer.prefetch_buffer_i_stored_addr_q_reg\[12\] | DFFHQX1                   | Physically Disconnected
if_stage_i_pc_id_o_reg\[30\] | DFFHQX1                   | Physically Disconnected
if_stage_i_gen_prefetch_buffer.prefetch_buffer_i_fifo_i_add_88_46_g440 | AND2XL                    | Physically Disconnected
g101688__6131             | AOI22XL                   | Physically Disconnected
g101693__6161             | AOI22XL                   | Physically Disconnected
g101392__1705             | OAI21X1                   | Physically Disconnected
g101389__1617             | OAI21XL                   | Physically Disconnected
g101413__6260             | OAI21XL                   | Physically Disconnected
g101422__5122             | OAI21XL                   | Physically Disconnected
g101423__8246             | OAI21XL                   | Physically Disconnected
g101568__2883             | OAI21XL                   | Physically Disconnected
g91670                    | AOI22X1                   | Physically Disconnected
if_stage_i_gen_prefetch_buffer.prefetch_buffer_i_add_145_138_g343 | XNOR2X1                   | Physically Disconnected
cs_registers_i_u_mtvec_csr_rdata_q_reg\[16\] | SDFFRHQX1                 | Physically Disconnected
cs_registers_i_u_mtvec_csr_rdata_q_reg\[19\] | SDFFRHQX1                 | Physically Disconnected
cs_registers_i_u_mtvec_csr_rdata_q_reg\[23\] | SDFFRHQX1                 | Physically Disconnected
cs_registers_i_u_mtvec_csr_rdata_q_reg\[31\] | SDFFRHQX1                 | Physically Disconnected
g61580                    | INVXL                     | Physically Disconnected
g101993                   | INVXL                     | Physically Disconnected
g102211                   | INVXL                     | Physically Disconnected
g103170                   | INVXL                     | Physically Disconnected
g90498                    | INVXL                     | Physically Disconnected
g91612                    | INVXL                     | Physically Disconnected
g91812                    | INVXL                     | Physically Disconnected
g101501                   | INVX1                     | Physically Disconnected
g102109                   | INVX1                     | Physically Disconnected
g103220                   | INVX1                     | Physically Disconnected
g91960                    | INVX1                     | Physically Disconnected
FE_RC_184_0               | AND3X4                    | Physically Disconnected
g101532__9945             | NOR2X1                    | Physically Disconnected
g102213                   | NOR2X1                    | Physically Disconnected
g103106                   | NOR2X1                    | Physically Disconnected
g103123                   | NOR2X1                    | Physically Disconnected
g91668                    | NOR2X1                    | Physically Disconnected
g91693                    | NOR2X1                    | Physically Disconnected
g101724__9945             | NAND2X1                   | Physically Disconnected
g102022                   | NAND2X1                   | Physically Disconnected
g102208                   | NAND2X1                   | Physically Disconnected
g102229                   | NAND2X1                   | Physically Disconnected
g102861                   | NAND2X1                   | Physically Disconnected
g103133                   | NAND2X1                   | Physically Disconnected
g73982                    | NAND2X1                   | Physically Disconnected
g91851                    | NAND2X1                   | Physically Disconnected
id_stage_i_controller_i_ADD_UNS_OP_g357 | NAND2X1                   | Physically Disconnected
g102811                   | NAND2BX1                  | Physically Disconnected
g102843                   | NAND2BX1                  | Physically Disconnected
g103257                   | NAND2BX1                  | Physically Disconnected
g102314                   | NOR2BX1                   | Physically Disconnected
g90946                    | NOR2BX1                   | Physically Disconnected
g91898                    | NOR2BX1                   | Physically Disconnected
g102657                   | OAI2BB1X1                 | Physically Disconnected
g102738                   | OR2XL                     | Physically Disconnected
FE_RC_11_0                | OR2X1                     | Physically Disconnected
g102210                   | OR2X1                     | Physically Disconnected
g101667__2346             | AOI221X1                  | Physically Disconnected
g90502                    | AOI221X1                  | Physically Disconnected
g90512                    | AOI221X1                  | Physically Disconnected
TOP_LTIEHI                | TIEHI                     | Physically Disconnected
if_stage_i_gen_prefetch_buffer.prefetch_buffer_i_fifo_i_instr_addr_q_reg\[8\] | DFFHQX1                   | Physically Disconnected
if_stage_i_gen_prefetch_buffer.prefetch_buffer_i_fifo_i_instr_addr_q_reg\[9\] | DFFHQX1                   | Physically Disconnected
if_stage_i_pc_id_o_reg\[13\] | DFFHQX1                   | Physically Disconnected
g91828                    | NAND2XL                   | Physically Disconnected
g102666                   | NOR3X1                    | Physically Disconnected
g90345                    | OAI211X1                  | Physically Disconnected
g90841                    | OAI211X1                  | Physically Disconnected
g91376                    | OAI211X1                  | Physically Disconnected
g73907                    | AOI22XL                   | Physically Disconnected
g101929                   | OAI21X1                   | Physically Disconnected
